2099,ESR1,estrogen,receptor,1,[KO:K08550],,,,,,,
2100,ESR2,estrogen,receptor,2,[KO:K08551],,,,,,,
8648,NCOA1,nuclear,receptor,coactivator,1,[KO:K09101],[EC:2.3.1.48],,,,,
8202,NCOA3,nuclear,receptor,coactivator,3,[KO:K11256],[EC:2.3.1.48],,,,,
2353,FOS,Fos,"proto-oncogene,",AP-1,transcription,factor,subunit,[KO:K04379],,,,
3725,JUN,Jun,"proto-oncogene,",AP-1,transcription,factor,subunit,[KO:K04448],,,,
6667,SP1,Sp1,transcription,factor,[KO:K04684],,,,,,,
595,CCND1,cyclin,D1,[KO:K04503],,,,,,,,
4609,MYC,MYC,"proto-oncogene,",bHLH,transcription,factor,[KO:K04377],,,,,
5241,PGR,progesterone,receptor,[KO:K08556],,,,,,,,
7471,WNT1,Wnt,family,member,1,[KO:K03209],,,,,,
54361,WNT4,Wnt,family,member,4,[KO:K00408],,,,,,
8600,TNFSF11,TNF,superfamily,member,11,[KO:K05473],,,,,,
2064,ERBB2,erb-b2,receptor,tyrosine,kinase,2,[KO:K05083],[EC:2.7.10.1],,,,
2246,FGF1,fibroblast,growth,factor,1,[KO:K18496],,,,,,
2247,FGF2,fibroblast,growth,factor,2,[KO:K18497],,,,,,
2248,FGF3,fibroblast,growth,factor,3,[KO:K04358],,,,,,
2249,FGF4,fibroblast,growth,factor,4,[KO:K04358],,,,,,
8822,FGF17,fibroblast,growth,factor,17,[KO:K04358],,,,,,
2251,FGF6,fibroblast,growth,factor,6,[KO:K04358],,,,,,
2252,FGF7,fibroblast,growth,factor,7,[KO:K04358],,,,,,
2253,FGF8,fibroblast,growth,factor,8,[KO:K04358],,,,,,
2254,FGF9,fibroblast,growth,factor,9,[KO:K04358],,,,,,
2255,FGF10,fibroblast,growth,factor,10,[KO:K04358],,,,,,
2256,FGF11,fibroblast,growth,factor,11,[KO:K04358],,,,,,
2257,FGF12,fibroblast,growth,factor,12,[KO:K04358],,,,,,
2258,FGF13,fibroblast,growth,factor,13,[KO:K04358],,,,,,
2259,FGF14,fibroblast,growth,factor,14,[KO:K04358],,,,,,
8823,FGF16,fibroblast,growth,factor,16,[KO:K04358],,,,,,
2250,FGF5,fibroblast,growth,factor,5,[KO:K04358],,,,,,
8817,FGF18,fibroblast,growth,factor,18,[KO:K04358],,,,,,
9965,FGF19,fibroblast,growth,factor,19,[KO:K04358],,,,,,
26281,FGF20,fibroblast,growth,factor,20,[KO:K04358],,,,,,
26291,FGF21,fibroblast,growth,factor,21,[KO:K04358],,,,,,
27006,FGF22,fibroblast,growth,factor,22,[KO:K04358],,,,,,
8074,FGF23,fibroblast,growth,factor,23,[KO:K04358],,,,,,
2260,FGFR1,fibroblast,growth,factor,receptor,1,[KO:K04362],[EC:2.7.10.1],,,,
3479,IGF1,insulin,like,growth,factor,1,[KO:K05459],,,,,
3480,IGF1R,insulin,like,growth,factor,1,receptor,[KO:K05087],[EC:2.7.10.1],,,
1950,EGF,epidermal,growth,factor,[KO:K04357],,,,,,,
